sensor_index,humidity,temperature,pm2_5,latitude,longitude,date_time
83919,19,15.7,2.700000047683716,40.68,-112.05,2025-06-05 00:00:00
83919,24,15.4,2.700000047683716,40.68,-112.05,2025-06-05 01:00:00
83919,23,15.1,2.799999952316284,40.68,-112.05,2025-06-05 02:00:00
83919,29,14.1,2.799999952316284,40.68,-112.05,2025-06-05 03:00:00
83919,22,14.1,2.900000095367432,40.68,-112.05,2025-06-05 04:00:00
83919,34,11.4,2.8499999046325684,40.68,-112.05,2025-06-05 05:00:00
83919,39,11.7,3.25,40.68,-112.05,2025-06-05 06:00:00
83919,36,12.5,3.0999999046325684,40.68,-112.05,2025-06-05 07:00:00
83919,24,17.1,3.150000095367432,40.68,-112.05,2025-06-05 08:00:00
83919,35,18.7,3.0999999046325684,40.68,-112.05,2025-06-05 09:00:00
83919,29,20.9,3.3499999046325684,40.68,-112.05,2025-06-05 10:00:00
83919,27,22.8,3.25,40.68,-112.05,2025-06-05 11:00:00
83919,25,24.4,3.0,40.68,-112.05,2025-06-05 12:00:00
83919,27,22.8,3.150000095367432,40.68,-112.05,2025-06-05 13:00:00
83919,25,25.2,3.0,40.68,-112.05,2025-06-05 14:00:00
83919,23,25.1,3.0,40.68,-112.05,2025-06-05 15:00:00
83919,19,25.2,2.75,40.68,-112.05,2025-06-05 16:00:00
83919,19,24.9,2.5999999046325684,40.68,-112.05,2025-06-05 17:00:00
83919,19,23.8,2.5,40.68,-112.05,2025-06-05 18:00:00
83919,18,23.8,2.5,40.68,-112.05,2025-06-05 19:00:00
83919,16,23.1,2.450000047683716,40.68,-112.05,2025-06-05 20:00:00
83919,20,20.1,2.450000047683716,40.68,-112.05,2025-06-05 21:00:00
83919,17,19.1,2.5,40.68,-112.05,2025-06-05 22:00:00
83919,15,19.0,2.700000047683716,40.68,-112.05,2025-06-05 23:00:00
83919,19,15.7,2.700000047683716,40.68,-112.04,2025-06-05 00:00:00
83919,24,15.4,2.700000047683716,40.68,-112.04,2025-06-05 01:00:00
83919,23,15.1,2.799999952316284,40.68,-112.04,2025-06-05 02:00:00
83919,29,14.1,2.799999952316284,40.68,-112.04,2025-06-05 03:00:00
83919,22,14.1,2.900000095367432,40.68,-112.04,2025-06-05 04:00:00
83919,34,11.4,2.8499999046325684,40.68,-112.04,2025-06-05 05:00:00
83919,39,11.7,3.25,40.68,-112.04,2025-06-05 06:00:00
83919,36,12.5,3.0999999046325684,40.68,-112.04,2025-06-05 07:00:00
83919,24,17.1,3.150000095367432,40.68,-112.04,2025-06-05 08:00:00
83919,35,18.7,3.0999999046325684,40.68,-112.04,2025-06-05 09:00:00
83919,29,20.9,3.3499999046325684,40.68,-112.04,2025-06-05 10:00:00
83919,27,22.8,3.25,40.68,-112.04,2025-06-05 11:00:00
83919,25,24.4,3.0,40.68,-112.04,2025-06-05 12:00:00
83919,27,22.8,3.150000095367432,40.68,-112.04,2025-06-05 13:00:00
83919,25,25.2,3.0,40.68,-112.04,2025-06-05 14:00:00
83919,23,25.1,3.0,40.68,-112.04,2025-06-05 15:00:00
83919,19,25.2,2.75,40.68,-112.04,2025-06-05 16:00:00
83919,19,24.9,2.5999999046325684,40.68,-112.04,2025-06-05 17:00:00
83919,19,23.8,2.5,40.68,-112.04,2025-06-05 18:00:00
83919,18,23.8,2.5,40.68,-112.04,2025-06-05 19:00:00
83919,16,23.1,2.450000047683716,40.68,-112.04,2025-06-05 20:00:00
83919,20,20.1,2.450000047683716,40.68,-112.04,2025-06-05 21:00:00
83919,17,19.1,2.5,40.68,-112.04,2025-06-05 22:00:00
83919,15,19.0,2.700000047683716,40.68,-112.04,2025-06-05 23:00:00
83919,19,15.8,2.700000047683716,40.68,-112.03,2025-06-05 00:00:00
83919,24,15.5,2.700000047683716,40.68,-112.03,2025-06-05 01:00:00
83919,23,15.2,2.799999952316284,40.68,-112.03,2025-06-05 02:00:00
83919,29,14.2,2.799999952316284,40.68,-112.03,2025-06-05 03:00:00
83919,22,14.2,2.900000095367432,40.68,-112.03,2025-06-05 04:00:00
83919,34,11.5,2.8499999046325684,40.68,-112.03,2025-06-05 05:00:00
83919,39,11.8,3.25,40.68,-112.03,2025-06-05 06:00:00
83919,36,12.6,3.0999999046325684,40.68,-112.03,2025-06-05 07:00:00
83919,24,17.2,3.150000095367432,40.68,-112.03,2025-06-05 08:00:00
83919,35,18.8,3.0999999046325684,40.68,-112.03,2025-06-05 09:00:00
83919,29,21.0,3.3499999046325684,40.68,-112.03,2025-06-05 10:00:00
83919,27,22.9,3.25,40.68,-112.03,2025-06-05 11:00:00
83919,25,24.5,3.0,40.68,-112.03,2025-06-05 12:00:00
83919,27,22.9,3.150000095367432,40.68,-112.03,2025-06-05 13:00:00
83919,25,25.3,3.0,40.68,-112.03,2025-06-05 14:00:00
83919,23,25.2,3.0,40.68,-112.03,2025-06-05 15:00:00
83919,19,25.3,2.75,40.68,-112.03,2025-06-05 16:00:00
83919,19,25.0,2.5999999046325684,40.68,-112.03,2025-06-05 17:00:00
83919,19,23.9,2.5,40.68,-112.03,2025-06-05 18:00:00
83919,18,23.9,2.5,40.68,-112.03,2025-06-05 19:00:00
83919,16,23.2,2.450000047683716,40.68,-112.03,2025-06-05 20:00:00
83919,20,20.2,2.450000047683716,40.68,-112.03,2025-06-05 21:00:00
83919,17,19.2,2.5,40.68,-112.03,2025-06-05 22:00:00
83919,15,19.1,2.700000047683716,40.68,-112.03,2025-06-05 23:00:00
84019,19,15.8,0.949999988079071,40.68,-112.02,2025-06-05 00:00:00
84019,24,15.5,1.100000023841858,40.68,-112.02,2025-06-05 01:00:00
84019,23,15.2,1.100000023841858,40.68,-112.02,2025-06-05 02:00:00
84019,29,14.2,1.25,40.68,-112.02,2025-06-05 03:00:00
84019,22,14.2,1.350000023841858,40.68,-112.02,2025-06-05 04:00:00
84019,34,11.5,1.25,40.68,-112.02,2025-06-05 05:00:00
84019,39,11.8,1.2999999523162842,40.68,-112.02,2025-06-05 06:00:00
84019,36,12.6,1.350000023841858,40.68,-112.02,2025-06-05 07:00:00
84019,24,17.2,1.149999976158142,40.68,-112.02,2025-06-05 08:00:00
84019,35,18.8,1.149999976158142,40.68,-112.02,2025-06-05 09:00:00
84019,29,21.0,1.2000000476837158,40.68,-112.02,2025-06-05 10:00:00
84019,27,22.9,1.149999976158142,40.68,-112.02,2025-06-05 11:00:00
84019,25,24.5,1.25,40.68,-112.02,2025-06-05 12:00:00
84019,27,22.9,1.149999976158142,40.68,-112.02,2025-06-05 13:00:00
84019,25,25.3,1.25,40.68,-112.02,2025-06-05 14:00:00
84019,23,25.2,1.100000023841858,40.68,-112.02,2025-06-05 15:00:00
84019,19,25.3,1.0499999523162842,40.68,-112.02,2025-06-05 16:00:00
84019,19,25.0,0.949999988079071,40.68,-112.02,2025-06-05 17:00:00
84019,19,23.9,1.0499999523162842,40.68,-112.02,2025-06-05 18:00:00
84019,18,23.9,0.8999999761581421,40.68,-112.02,2025-06-05 19:00:00
84019,16,23.2,0.949999988079071,40.68,-112.02,2025-06-05 20:00:00
84019,20,20.2,0.8999999761581421,40.68,-112.02,2025-06-05 21:00:00
84019,17,19.2,0.8500000238418579,40.68,-112.02,2025-06-05 22:00:00
84019,15,19.1,0.8999999761581421,40.68,-112.02,2025-06-05 23:00:00
84019,18,15.7,0.949999988079071,40.68,-112.01,2025-06-05 00:00:00
84019,24,15.1,1.100000023841858,40.68,-112.01,2025-06-05 01:00:00
84019,24,14.6,1.100000023841858,40.68,-112.01,2025-06-05 02:00:00
84019,27,13.7,1.25,40.68,-112.01,2025-06-05 03:00:00
84019,25,12.7,1.350000023841858,40.68,-112.01,2025-06-05 04:00:00
84019,31,11.6,1.25,40.68,-112.01,2025-06-05 05:00:00
84019,39,11.6,1.2999999523162842,40.68,-112.01,2025-06-05 06:00:00
84019,33,12.8,1.350000023841858,40.68,-112.01,2025-06-05 07:00:00
84019,28,16.4,1.149999976158142,40.68,-112.01,2025-06-05 08:00:00
84019,33,19.2,1.149999976158142,40.68,-112.01,2025-06-05 09:00:00
84019,31,21.1,1.2000000476837158,40.68,-112.01,2025-06-05 10:00:00
84019,28,23.1,1.149999976158142,40.68,-112.01,2025-06-05 11:00:00
84019,26,24.7,1.25,40.68,-112.01,2025-06-05 12:00:00
84019,24,23.8,1.149999976158142,40.68,-112.01,2025-06-05 13:00:00
84019,24,25.6,1.25,40.68,-112.01,2025-06-05 14:00:00
84019,22,25.7,1.100000023841858,40.68,-112.01,2025-06-05 15:00:00
84019,19,25.7,1.0499999523162842,40.68,-112.01,2025-06-05 16:00:00
84019,18,25.7,0.949999988079071,40.68,-112.01,2025-06-05 17:00:00
84019,18,24.6,1.0499999523162842,40.68,-112.01,2025-06-05 18:00:00
84019,17,24.3,0.8999999761581421,40.68,-112.01,2025-06-05 19:00:00
84019,15,23.6,0.949999988079071,40.68,-112.01,2025-06-05 20:00:00
84019,18,20.6,0.8999999761581421,40.68,-112.01,2025-06-05 21:00:00
84019,20,18.9,0.8500000238418579,40.68,-112.01,2025-06-05 22:00:00
84019,16,19.0,0.8999999761581421,40.68,-112.01,2025-06-05 23:00:00
46777,18,15.8,1.5499999523162842,40.68,-112.0,2025-06-05 00:00:00
46777,24,15.2,1.5,40.68,-112.0,2025-06-05 01:00:00
46777,24,14.7,1.850000023841858,40.68,-112.0,2025-06-05 02:00:00
46777,27,13.8,1.850000023841858,40.68,-112.0,2025-06-05 03:00:00
46777,25,12.8,1.950000047683716,40.68,-112.0,2025-06-05 04:00:00
46777,31,11.6,2.150000095367432,40.68,-112.0,2025-06-05 05:00:00
46777,39,11.6,2.0,40.68,-112.0,2025-06-05 06:00:00
46777,33,12.8,1.899999976158142,40.68,-112.0,2025-06-05 07:00:00
46777,28,16.5,2.0999999046325684,40.68,-112.0,2025-06-05 08:00:00
46777,33,19.2,1.7999999523162842,40.68,-112.0,2025-06-05 09:00:00
46777,31,21.2,1.950000047683716,40.68,-112.0,2025-06-05 10:00:00
46777,28,23.1,1.899999976158142,40.68,-112.0,2025-06-05 11:00:00
46777,26,24.7,1.850000023841858,40.68,-112.0,2025-06-05 12:00:00
46777,24,23.9,1.7000000476837158,40.68,-112.0,2025-06-05 13:00:00
46777,24,25.6,1.75,40.68,-112.0,2025-06-05 14:00:00
46777,22,25.8,1.5499999523162842,40.68,-112.0,2025-06-05 15:00:00
46777,19,25.7,1.5,40.68,-112.0,2025-06-05 16:00:00
46777,18,25.7,1.600000023841858,40.68,-112.0,2025-06-05 17:00:00
46777,18,24.6,1.2999999523162842,40.68,-112.0,2025-06-05 18:00:00
46777,17,24.3,1.399999976158142,40.68,-112.0,2025-06-05 19:00:00
46777,15,23.7,1.25,40.68,-112.0,2025-06-05 20:00:00
46777,18,20.7,1.2000000476837158,40.68,-112.0,2025-06-05 21:00:00
46777,20,19.0,1.2999999523162842,40.68,-112.0,2025-06-05 22:00:00
46777,16,19.1,1.25,40.68,-112.0,2025-06-05 23:00:00
6314,18,15.9,-6.5345528467430905e-12,40.68,-111.99,2025-06-05 00:00:00
6314,24,15.3,1.5902329800199233e-11,40.68,-111.99,2025-06-05 01:00:00
6314,24,14.8,3.646643403909522e-11,40.68,-111.99,2025-06-05 02:00:00
6314,27,13.9,3.469817835832778e-11,40.68,-111.99,2025-06-05 03:00:00
