sensor_index,humidity,temperature,pm2_5,latitude,longitude,date_time
83919,41,19.4,2.75,40.68,-112.05,2025-06-09 00:00:00
83919,41,18.9,2.900000095367432,40.68,-112.05,2025-06-09 01:00:00
83919,41,18.7,2.700000047683716,40.68,-112.05,2025-06-09 02:00:00
83919,41,18.6,2.8499999046325684,40.68,-112.05,2025-06-09 03:00:00
83919,43,18.0,2.8499999046325684,40.68,-112.05,2025-06-09 04:00:00
83919,44,17.7,2.950000047683716,40.68,-112.05,2025-06-09 05:00:00
83919,42,17.6,3.25,40.68,-112.05,2025-06-09 06:00:00
83919,44,18.7,3.049999952316284,40.68,-112.05,2025-06-09 07:00:00
83919,41,21.9,3.549999952316284,40.68,-112.05,2025-06-09 08:00:00
83919,33,24.5,3.200000047683716,40.68,-112.05,2025-06-09 09:00:00
83919,30,26.3,3.049999952316284,40.68,-112.05,2025-06-09 10:00:00
83919,26,27.6,3.0999999046325684,40.68,-112.05,2025-06-09 11:00:00
83919,23,29.1,3.0999999046325684,40.68,-112.05,2025-06-09 12:00:00
83919,21,30.6,2.950000047683716,40.68,-112.05,2025-06-09 13:00:00
83919,20,30.8,3.0999999046325684,40.68,-112.05,2025-06-09 14:00:00
83919,19,30.8,2.650000095367432,40.68,-112.05,2025-06-09 15:00:00
83919,18,30.8,2.650000095367432,40.68,-112.05,2025-06-09 16:00:00
83919,18,30.6,2.700000047683716,40.68,-112.05,2025-06-09 17:00:00
83919,19,30.0,2.5,40.68,-112.05,2025-06-09 18:00:00
83919,24,28.9,2.450000047683716,40.68,-112.05,2025-06-09 19:00:00
83919,30,26.0,2.650000095367432,40.68,-112.05,2025-06-09 20:00:00
83919,32,22.1,2.450000047683716,40.68,-112.05,2025-06-09 21:00:00
83919,32,21.1,2.5,40.68,-112.05,2025-06-09 22:00:00
83919,33,20.6,2.5999999046325684,40.68,-112.05,2025-06-09 23:00:00
83919,41,19.5,2.75,40.68,-112.04,2025-06-09 00:00:00
83919,41,19.0,2.900000095367432,40.68,-112.04,2025-06-09 01:00:00
83919,41,18.8,2.700000047683716,40.68,-112.04,2025-06-09 02:00:00
83919,41,18.7,2.8499999046325684,40.68,-112.04,2025-06-09 03:00:00
83919,43,18.1,2.8499999046325684,40.68,-112.04,2025-06-09 04:00:00
83919,44,17.8,2.950000047683716,40.68,-112.04,2025-06-09 05:00:00
83919,42,17.7,3.25,40.68,-112.04,2025-06-09 06:00:00
83919,44,18.8,3.049999952316284,40.68,-112.04,2025-06-09 07:00:00
83919,41,22.0,3.549999952316284,40.68,-112.04,2025-06-09 08:00:00
83919,33,24.6,3.200000047683716,40.68,-112.04,2025-06-09 09:00:00
83919,30,26.4,3.049999952316284,40.68,-112.04,2025-06-09 10:00:00
83919,26,27.7,3.0999999046325684,40.68,-112.04,2025-06-09 11:00:00
83919,23,29.2,3.0999999046325684,40.68,-112.04,2025-06-09 12:00:00
83919,21,30.7,2.950000047683716,40.68,-112.04,2025-06-09 13:00:00
83919,20,30.9,3.0999999046325684,40.68,-112.04,2025-06-09 14:00:00
