sensor_index,humidity,temperature,pm2_5,latitude,longitude,date_time
83919,16,19.1,2.799999952316284,40.68,-112.05,2025-06-06 00:00:00
83919,16,18.0,2.650000095367432,40.68,-112.05,2025-06-06 01:00:00
83919,17,16.9,2.900000095367432,40.68,-112.05,2025-06-06 02:00:00
83919,17,17.6,2.75,40.68,-112.05,2025-06-06 03:00:00
83919,23,16.3,2.75,40.68,-112.05,2025-06-06 04:00:00
83919,45,16.9,3.0999999046325684,40.68,-112.05,2025-06-06 05:00:00
83919,47,16.9,3.299999952316284,40.68,-112.05,2025-06-06 06:00:00
83919,46,17.9,3.0,40.68,-112.05,2025-06-06 07:00:00
83919,43,18.4,3.049999952316284,40.68,-112.05,2025-06-06 08:00:00
83919,35,21.2,3.25,40.68,-112.05,2025-06-06 09:00:00
83919,31,20.9,3.049999952316284,40.68,-112.05,2025-06-06 10:00:00
83919,28,23.4,3.450000047683716,40.68,-112.05,2025-06-06 11:00:00
83919,26,24.8,3.150000095367432,40.68,-112.05,2025-06-06 12:00:00
83919,20,26.1,3.25,40.68,-112.05,2025-06-06 13:00:00
83919,16,26.3,3.049999952316284,40.68,-112.05,2025-06-06 14:00:00
83919,16,26.6,3.0,40.68,-112.05,2025-06-06 15:00:00
83919,17,26.7,2.900000095367432,40.68,-112.05,2025-06-06 16:00:00
83919,17,26.3,2.75,40.68,-112.05,2025-06-06 17:00:00
83919,13,25.6,2.700000047683716,40.68,-112.05,2025-06-06 18:00:00
83919,13,25.1,2.549999952316284,40.68,-112.05,2025-06-06 19:00:00
83919,15,24.4,2.5,40.68,-112.05,2025-06-06 20:00:00
83919,17,21.5,2.549999952316284,40.68,-112.05,2025-06-06 21:00:00
83919,16,20.3,2.5,40.68,-112.05,2025-06-06 22:00:00
83919,17,19.5,2.5,40.68,-112.05,2025-06-06 23:00:00
83919,16,19.1,2.799999952316284,40.68,-112.04,2025-06-06 00:00:00
83919,16,18.0,2.650000095367432,40.68,-112.04,2025-06-06 01:00:00
83919,17,16.9,2.900000095367432,40.68,-112.04,2025-06-06 02:00:00
83919,17,17.6,2.75,40.68,-112.04,2025-06-06 03:00:00
83919,23,16.3,2.75,40.68,-112.04,2025-06-06 04:00:00
83919,45,16.9,3.0999999046325684,40.68,-112.04,2025-06-06 05:00:00
83919,47,16.9,3.299999952316284,40.68,-112.04,2025-06-06 06:00:00
83919,46,17.9,3.0,40.68,-112.04,2025-06-06 07:00:00
83919,43,18.4,3.049999952316284,40.68,-112.04,2025-06-06 08:00:00
83919,35,21.2,3.25,40.68,-112.04,2025-06-06 09:00:00
83919,31,20.9,3.049999952316284,40.68,-112.04,2025-06-06 10:00:00
83919,28,23.4,3.450000047683716,40.68,-112.04,2025-06-06 11:00:00
83919,26,24.8,3.150000095367432,40.68,-112.04,2025-06-06 12:00:00
83919,20,26.1,3.25,40.68,-112.04,2025-06-06 13:00:00
83919,16,26.3,3.049999952316284,40.68,-112.04,2025-06-06 14:00:00
83919,16,26.6,3.0,40.68,-112.04,2025-06-06 15:00:00
83919,17,26.7,2.900000095367432,40.68,-112.04,2025-06-06 16:00:00
83919,17,26.3,2.75,40.68,-112.04,2025-06-06 17:00:00
83919,13,25.6,2.700000047683716,40.68,-112.04,2025-06-06 18:00:00
83919,13,25.1,2.549999952316284,40.68,-112.04,2025-06-06 19:00:00
83919,15,24.4,2.5,40.68,-112.04,2025-06-06 20:00:00
83919,17,21.5,2.549999952316284,40.68,-112.04,2025-06-06 21:00:00
83919,16,20.3,2.5,40.68,-112.04,2025-06-06 22:00:00
83919,17,19.5,2.5,40.68,-112.04,2025-06-06 23:00:00
83919,16,19.2,2.799999952316284,40.68,-112.03,2025-06-06 00:00:00
83919,16,18.1,2.650000095367432,40.68,-112.03,2025-06-06 01:00:00
